date,away_team,home_team,visitor_goals,home_goals,visitor_sog,home_sog,visitor_goalie,home_goalie,regulation,winner
1/7/2025,vgk,sj,,,,,,,,
1/8/2025,van,wsh,,,,,,,,
1/8/2025,col,chi,,,,,,,,
1/8/2025,fla,ari,,,,,,,,
1/9/2025,buf,ott,,,,,,,,
1/9/2025,bos,tb,,,,,,,,
1/9/2025,nj,nyr,,,,,,,,
1/9/2025,dal,phi,,,,,,,,
1/9/2025,edm,pit,,,,,,,,
1/9/2025,tor,car,,,,,,,,
1/9/2025,sea,cbj,,,,,,,,
1/9/2025,ana,stl,,,,,,,,
1/9/2025,col,min,,,,,,,,
1/9/2025,nyi,vgk,,,,,,,,
1/10/2025,chi,det,,,,,,,,
1/10/2025,mtl,wsh,,,,,,,,
1/10/2025,van,car,,,,,,,,
1/10/2025,la,wpg,,,,,,,,
1/10/2025,sj,ari,,,,,,,,
1/11/2025,bos,fla,,,,,,,,
1/11/2025,sea,buf,,,,,,,,
1/11/2025,ott,pit,,,,,,,,
1/11/2025,van,tor,,,,,,,,
1/11/2025,dal,mtl,,,,,,,,
1/11/2025,tb,nj,,,,,,,,
1/11/2025,ana,phi,,,,,,,,
1/11/2025,edm,chi,,,,,,,,
1/11/2025,cbj,stl,,,,,,,,
1/11/2025,col,wpg,,,,,,,,
1/11/2025,wsh,nsh,,,,,,,,
1/11/2025,nyi,ari,,,,,,,,
1/11/2025,la,cgy,,,,,,,,
1/11/2025,nyr,vgk,,,,,,,,
1/11/2025,min,sj,,,,,,,,
1/12/2025,sea,det,,,,,,,,
1/12/2025,dal,ott,,,,,,,,
1/12/2025,tb,pit,,,,,,,,
1/12/2025,ana,car,,,,,,,,
1/12/2025,min,vgk,,,,,,,,
1/13/2025,fla,phi,,,,,,,,
1/13/2025,cgy,chi,,,,,,,,
1/13/2025,la,edm,,,,,,,,
1/14/2025,tb,bos,,,,,,,,
1/14/2025,dal,tor,,,,,,,,
1/14/2025,sj,det,,,,,,,,
1/14/2025,fla,nj,,,,,,,,
1/14/2025,sea,pit,,,,,,,,
1/14/2025,ana,wsh,,,,,,,,
1/14/2025,phi,cbj,,,,,,,,
1/14/2025,ott,nyi,,,,,,,,
1/14/2025,cgy,stl,,,,,,,,
1/14/2025,vgk,nsh,,,,,,,,
1/14/2025,van,wpg,,,,,,,,
1/14/2025,nyr,col,,,,,,,,
1/14/2025,mtl,ari,,,,,,,,
1/15/2025,car,buf,,,,,,,,
1/15/2025,edm,min,,,,,,,,
